body,title,url
  ¿Cuáles son las probabilidades de contagio en un bus? - Foto: Esteban Vega | Esteban Vega,,https://www.semana.com/confidenciales/articulo/la-manera-en-que-jonathan-restrepo-el-escarabajo-de-pacora-llego-al-ciclismo-profesional/202026/
  ¿Cuáles son las probabilidades de contagio en un bus? - Foto: Esteban Vega | Esteban Vega,,https://www.semana.com/confidenciales/articulo/gobierno-ya-esta-terminando-el-contenido-de-la-reforma-pensional/202050/
" La pandemia, un impulso para la digitalización de los negocios - Foto: ",,https://www.semana.com/especiales-editoriales/articulo/expediente-uribe-las-declaraciones-completas-de-los-protagonistas/202004/
  ¿Cuáles son las probabilidades de contagio en un bus? - Foto: Esteban Vega | Esteban Vega,,https://www.semana.com/confidenciales/articulo/la-matematica-del-covid-no-perdona-claudia-lopez-sobre-incremento-de-casos/202051/
 Cada vez más locales aparecen con avisos de 'Se arrienda' y 'Se vende' por la pandemia. - Foto: ,,https://www.semana.com/especiales-editoriales/articulo/transformacion-digital-un-impulso-a-la-reactivacion/202031/
  ¿Cuáles son las probabilidades de contagio en un bus? - Foto: Esteban Vega | Esteban Vega,,https://www.semana.com/confidenciales/articulo/la-mosca-que-se-robo-el-show-en-el-debate-vicepresidencial/202040/
  ¿Cuáles son las probabilidades de contagio en un bus? - Foto: Esteban Vega | Esteban Vega,,https://www.semana.com/confidenciales/articulo/y-la-bioseguridad-el-descuido-del-papa-en-un-evento-del-vaticano/202038/
  ¿Cuáles son las probabilidades de contagio en un bus? - Foto: Esteban Vega | Esteban Vega,,https://www.semana.com/confidenciales/articulo/cuanto-costo-el-tratamiento-que-recibio-trump-contra-el-coronavirus/202057/
  ¿Cuáles son las probabilidades de contagio en un bus? - Foto: Esteban Vega | Esteban Vega,,https://www.semana.com/confidenciales/articulo/me-resisto-a-creerlo-samper-sobre-supuesto-plan-de-uribe-en-su-contra/202045/
